,Date,Time,Stage_01,Flow_01,Stage_02,Flow_02,Stage_03,Flow_03,Precipitation
2037,2021-01-01,03:20:00,0.37,-2.01,0.19,-0.09,0.2,-0.47,0.14
2038,2021-01-01,03:30:00,0.39,-2.08,0.19,-0.09,0.21,-0.5,0.14
2039,2021-01-01,03:40:00,0.41,-2.15,0.19,-0.1,0.21,-0.53,0.14
2040,2021-01-01,03:50:00,0.42,-2.21,0.2,-0.09,0.21,-0.55,0.15
2041,2021-01-01,04:00:00,0.43,-2.27,0.2,-0.09,0.21,-0.57,0.15
2042,2021-01-01,04:10:00,0.45,-2.33,0.2,-0.08,0.21,-0.6,0.16
2043,2021-01-01,04:20:00,0.46,-2.38,0.2,-0.08,0.22,-0.62,0.16
2044,2021-01-01,04:30:00,0.47,-2.45,0.2,-0.06,0.22,-0.64,0.17
2045,2021-01-01,04:40:00,0.48,-2.52,0.2,-0.05,0.22,-0.66,0.16
2046,2021-01-01,04:50:00,0.5,-2.6,0.2,-0.04,0.22,-0.68,0.17
2047,2021-01-01,05:00:00,0.51,-2.68,0.21,-0.02,0.22,-0.7,0.17
2048,2021-01-01,05:10:00,0.52,-2.76,0.21,0.01,0.23,-0.72,0.18
2049,2021-01-01,05:20:00,0.53,-2.84,0.21,0.03,0.23,-0.74,0.18
2050,2021-01-01,05:30:00,0.54,-2.93,0.21,0.06,0.23,-0.76,0.18
2051,2021-01-01,05:40:00,0.55,-3.01,0.21,0.1,0.23,-0.78,0.18
2052,2021-01-01,05:50:00,0.56,-3.09,0.22,0.13,0.24,-0.8,0.18
2053,2021-01-01,06:00:00,0.57,-3.16,0.22,0.17,0.24,-0.82,0.18
2054,2021-01-01,06:10:00,0.58,-3.23,0.22,0.21,0.24,-0.84,0.18
2055,2021-01-01,06:20:00,0.58,-3.29,0.22,0.25,0.24,-0.85,0.18
2056,2021-01-01,06:30:00,0.59,-3.34,0.23,0.29,0.25,-0.87,0.19
2057,2021-01-01,06:40:00,0.6,-3.4,0.23,0.34,0.25,-0.88,0.19
2058,2021-01-01,06:50:00,0.61,-3.45,0.23,0.38,0.25,-0.89,0.19
2059,2021-01-01,07:00:00,0.62,-3.5,0.24,0.42,0.26,-0.9,0.19
2060,2021-01-01,07:10:00,0.62,-3.54,0.24,0.47,0.26,-0.91,0.2
2061,2021-01-01,07:20:00,0.63,-3.6,0.24,0.52,0.26,-0.92,0.22
2062,2021-01-01,07:30:00,0.64,-3.65,0.25,0.57,0.26,-0.92,0.22
2063,2021-01-01,07:40:00,0.65,-3.72,0.25,0.62,0.27,-0.93,0.24
2064,2021-01-01,07:50:00,0.65,-3.79,0.25,0.66,0.27,-0.94,0.25
2065,2021-01-01,08:00:00,0.66,-3.9,0.26,0.71,0.28,-0.94,0.27
2066,2021-01-01,08:10:00,0.67,-4.02,0.26,0.77,0.28,-0.95,0.27
2067,2021-01-01,08:20:00,0.68,-4.17,0.27,0.82,0.28,-0.97,0.28
2068,2021-01-01,08:30:00,0.69,-4.33,0.27,0.87,0.29,-0.98,0.28
2069,2021-01-01,08:40:00,0.7,-4.49,0.28,0.92,0.29,-1.01,0.29
2070,2021-01-01,08:50:00,0.72,-4.66,0.28,0.96,0.3,-1.04,0.29
2071,2021-01-01,09:00:00,0.73,-4.82,0.29,1.01,0.3,-1.07,0.3
2072,2021-01-01,09:10:00,0.74,-4.97,0.29,1.06,0.31,-1.11,0.32
2073,2021-01-01,09:20:00,0.76,-5.13,0.3,1.1,0.31,-1.14,0.37
2074,2021-01-01,09:30:00,0.77,-5.31,0.3,1.16,0.32,-1.17,0.43
2075,2021-01-01,09:40:00,0.79,-5.53,0.31,1.21,0.32,-1.21,0.48
2076,2021-01-01,09:50:00,0.8,-5.82,0.31,1.27,0.33,-1.26,0.52
2077,2021-01-01,10:00:00,0.82,-6.19,0.32,1.33,0.34,-1.31,0.58
2078,2021-01-01,10:10:00,0.84,-6.55,0.33,1.4,0.34,-1.38,0.64
2079,2021-01-01,10:20:00,0.86,-7.01,0.33,1.46,0.35,-1.47,0.74
2080,2021-01-01,10:30:00,0.89,-7.6,0.34,1.53,0.36,-1.59,0.82
2081,2021-01-01,10:40:00,0.92,-8.4,0.35,1.59,0.37,-1.72,1.47
2082,2021-01-01,10:50:00,0.96,-9.66,0.36,1.64,0.38,-1.9,3.4
2083,2021-01-01,11:00:00,1.01,-11.34,0.36,1.73,0.39,-2.17,4.67
2084,2021-01-01,11:10:00,1.07,-13.89,0.37,1.82,0.41,-2.58,1.23
2085,2021-01-01,11:20:00,1.13,-18.43,0.38,1.89,0.43,-3.2,1.04
2086,2021-01-01,11:30:00,1.18,-19.86,0.39,1.76,0.46,-4.08,0.8
2087,2021-01-01,11:40:00,1.22,-22.12,0.41,1.67,0.49,-5.16,0.65
2088,2021-01-01,11:50:00,1.24,-23.35,0.42,1.66,0.53,-6.25,0.6
2089,2021-01-01,12:00:00,1.26,-24.26,0.44,1.87,0.57,-7.06,0.54
2090,2021-01-01,12:10:00,1.28,-25.82,0.46,2.4,0.59,-7.61,0.51
2091,2021-01-01,12:20:00,1.29,-24.98,0.49,3.11,0.62,-7.94,0.49
2092,2021-01-01,12:30:00,1.3,-25.58,0.52,3.94,0.64,-7.96,0.47
2093,2021-01-01,12:40:00,1.31,-24.92,0.56,4.75,0.65,-7.76,0.45
2094,2021-01-01,12:50:00,1.32,-23.24,0.59,5.57,0.67,-7.33,0.43
2095,2021-01-01,13:00:00,1.32,-21.05,0.62,6.18,0.68,-6.73,0.41
2096,2021-01-01,13:10:00,1.32,-18.73,0.65,6.78,0.69,-5.98,0.39
2097,2021-01-01,13:20:00,1.33,-16.08,0.68,7.49,0.7,-5.12,0.38
2098,2021-01-01,13:30:00,1.33,-13.19,0.71,8.0,0.71,-4.13,0.36
2099,2021-01-01,13:40:00,1.33,-9.97,0.73,8.45,0.72,-2.95,0.36
2100,2021-01-01,13:50:00,1.34,-6.86,0.76,8.96,0.73,-1.53,0.34
2101,2021-01-01,14:00:00,1.34,-3.92,0.78,9.56,0.74,0.43,0.33
2102,2021-01-01,14:10:00,1.35,-0.63,0.79,10.31,0.75,1.47,0.32
2103,2021-01-01,14:20:00,1.35,1.84,0.81,11.07,0.76,2.0,0.3
2104,2021-01-01,14:30:00,1.36,2.31,0.82,11.28,0.77,2.48,0.3
2105,2021-01-01,14:40:00,1.36,2.44,0.83,11.6,0.77,2.91,0.27
2106,2021-01-01,14:50:00,1.37,2.68,0.84,11.77,0.78,3.29,0.27
2107,2021-01-01,15:00:00,1.37,3.15,0.85,12.09,0.79,3.67,0.25
2108,2021-01-01,15:10:00,1.38,3.21,0.86,12.33,0.8,4.03,0.25
2109,2021-01-01,15:20:00,1.38,3.14,0.87,12.54,0.8,4.4,0.24
2110,2021-01-01,15:30:00,1.38,3.24,0.88,12.74,0.81,4.76,0.24
2111,2021-01-01,15:40:00,1.38,3.91,0.89,12.92,0.82,5.1,0.24
2112,2021-01-01,15:50:00,1.38,4.69,0.9,13.08,0.82,5.42,0.24
2113,2021-01-01,16:00:00,1.39,5.26,0.91,13.22,0.83,5.71,0.23
2114,2021-01-01,16:10:00,1.39,5.69,0.92,13.36,0.84,5.98,0.23
2115,2021-01-01,16:20:00,1.39,6.03,0.92,13.49,0.85,6.22,0.23
2116,2021-01-01,16:30:00,1.39,6.32,0.93,13.58,0.85,6.41,0.23
2117,2021-01-01,16:40:00,1.39,6.56,0.94,13.72,0.86,6.59,0.22
2118,2021-01-01,16:50:00,1.39,6.77,0.95,13.92,0.86,6.75,0.23
2119,2021-01-01,17:00:00,1.4,6.95,0.95,14.2,0.87,6.91,0.22
2120,2021-01-01,17:10:00,1.4,7.11,0.96,14.22,0.88,7.05,0.22
2121,2021-01-01,17:20:00,1.4,7.26,0.96,14.3,0.88,7.19,0.21
2122,2021-01-01,17:30:00,1.4,7.4,0.97,14.37,0.89,7.32,0.21
2123,2021-01-01,17:40:00,1.4,7.54,0.97,14.44,0.89,7.51,0.21
2124,2021-01-01,17:50:00,1.41,7.66,0.98,14.51,0.9,7.68,0.21
2125,2021-01-01,18:00:00,1.41,7.78,0.98,14.59,0.9,7.83,0.2
2126,2021-01-01,18:10:00,1.41,7.89,0.99,14.67,0.91,7.97,0.2
2127,2021-01-01,18:20:00,1.41,7.99,1.0,14.74,0.91,8.1,0.2
2128,2021-01-01,18:30:00,1.41,8.17,1.0,14.81,0.92,8.23,0.2
2129,2021-01-01,18:40:00,1.41,8.34,1.0,14.87,0.92,8.34,0.19
2130,2021-01-01,18:50:00,1.41,8.46,1.01,14.92,0.93,8.45,0.19
2131,2021-01-01,19:00:00,1.42,8.6,1.01,15.06,0.93,8.48,0.19
2132,2021-01-01,19:10:00,1.42,8.75,1.02,15.13,0.93,8.56,0.19
2133,2021-01-01,19:20:00,1.42,8.92,1.02,15.11,0.94,8.65,0.18
2134,2021-01-01,19:30:00,1.42,9.07,1.03,15.13,0.94,8.74,0.18
2135,2021-01-01,19:40:00,1.42,9.19,1.03,15.17,0.95,8.82,0.18
2136,2021-01-01,19:50:00,1.42,9.3,1.03,15.21,0.95,8.9,0.18
2137,2021-01-01,20:00:00,1.42,9.39,1.04,15.25,0.95,8.98,0.17
2138,2021-01-01,20:10:00,1.42,9.47,1.04,15.28,0.96,9.05,0.17
2139,2021-01-01,20:20:00,1.42,9.54,1.04,15.3,0.96,9.11,0.17
2140,2021-01-01,20:30:00,1.43,9.61,1.05,15.33,0.97,9.16,0.17
2141,2021-01-01,20:40:00,1.43,9.68,1.05,15.37,0.97,9.24,0.17
2142,2021-01-01,20:50:00,1.43,9.75,1.05,15.43,0.97,9.34,0.16
2143,2021-01-01,21:00:00,1.43,9.81,1.06,15.48,0.97,9.44,0.16
2144,2021-01-01,21:10:00,1.43,9.87,1.06,15.52,0.98,9.53,0.16
2145,2021-01-01,21:20:00,1.43,9.94,1.06,15.56,0.98,9.62,0.15
2146,2021-01-01,21:30:00,1.43,10.01,1.07,15.6,0.98,9.7,0.15
2147,2021-01-01,21:40:00,1.43,10.08,1.07,15.64,0.98,9.79,0.14
2148,2021-01-01,21:50:00,1.43,10.14,1.07,15.72,0.99,9.87,0.15
2149,2021-01-01,22:00:00,1.43,10.22,1.07,15.75,0.99,9.95,0.14
2150,2021-01-01,22:10:00,1.43,10.32,1.08,15.77,0.99,10.03,0.14
2151,2021-01-01,22:20:00,1.43,10.41,1.08,15.79,1.0,10.1,0.14
2152,2021-01-01,22:30:00,1.43,10.49,1.08,15.82,1.0,10.18,0.14
2153,2021-01-01,22:40:00,1.44,10.56,1.08,15.84,1.0,10.22,0.13
2154,2021-01-01,22:50:00,1.44,10.64,1.08,15.88,1.0,10.25,0.14
2155,2021-01-01,23:00:00,1.44,10.71,1.09,15.93,1.0,10.31,0.13
2156,2021-01-01,23:10:00,1.44,10.78,1.09,15.96,1.01,10.39,0.13
2157,2021-01-01,23:20:00,1.44,10.84,1.09,16.02,1.01,10.46,0.12
2158,2021-01-01,23:30:00,1.44,10.91,1.09,16.08,1.01,10.54,0.13
2159,2021-01-01,23:40:00,1.44,10.98,1.1,16.04,1.01,10.61,0.12
2160,2021-01-01,23:50:00,1.44,11.03,1.1,16.0,1.02,10.69,0.12
2161,2021-01-02,00:00:00,1.44,11.09,1.1,16.02,1.02,10.76,0.11
2162,2021-01-02,00:10:00,1.44,11.16,1.1,16.02,1.02,10.82,0.11
2163,2021-01-02,00:20:00,1.44,11.22,1.1,16.03,1.02,10.89,0.11
2164,2021-01-02,00:30:00,1.44,11.29,1.1,16.04,1.02,10.95,0.11
2165,2021-01-02,00:40:00,1.44,11.36,1.11,16.05,1.03,11.02,0.1
2166,2021-01-02,00:50:00,1.44,11.42,1.11,16.06,1.03,11.09,0.1
2167,2021-01-02,01:00:00,1.44,11.49,1.11,16.06,1.03,11.16,0.1
2168,2021-01-02,01:10:00,1.44,11.56,1.11,16.07,1.03,11.22,0.0
2169,2021-01-02,01:20:00,1.44,11.66,1.11,16.08,1.03,11.29,0.0
2170,2021-01-02,01:30:00,1.44,11.8,1.11,16.09,1.04,11.36,0.0
2171,2021-01-02,01:40:00,1.44,12.0,1.12,16.11,1.04,11.44,0.0
2172,2021-01-02,01:50:00,1.44,12.26,1.12,16.12,1.04,11.56,0.0
2173,2021-01-02,02:00:00,1.44,12.55,1.12,16.13,1.04,11.69,0.0
2174,2021-01-02,02:10:00,1.44,12.85,1.12,16.14,1.04,11.81,0.0
2175,2021-01-02,02:20:00,1.44,13.13,1.12,16.15,1.04,11.94,0.0
2176,2021-01-02,02:30:00,1.44,13.38,1.12,16.16,1.04,12.06,0.0
2177,2021-01-02,02:40:00,1.43,13.59,1.12,16.15,1.04,12.18,0.0
2178,2021-01-02,02:50:00,1.43,13.74,1.12,16.15,1.04,12.3,0.0
2179,2021-01-02,03:00:00,1.43,13.84,1.13,16.13,1.05,12.39,0.0
2180,2021-01-02,03:10:00,1.43,13.92,1.13,16.12,1.05,12.48,0.0
2181,2021-01-02,03:20:00,1.43,13.96,1.13,16.09,1.05,12.56,0.0
2182,2021-01-02,03:30:00,1.43,13.98,1.13,16.07,1.05,12.63,0.0
2183,2021-01-02,03:40:00,1.43,13.97,1.13,16.05,1.05,12.68,0.0
2184,2021-01-02,03:50:00,1.43,13.95,1.13,16.02,1.05,12.73,0.0
2185,2021-01-02,04:00:00,1.42,13.91,1.13,15.99,1.05,12.77,0.0
2186,2021-01-02,04:10:00,1.42,13.91,1.13,15.96,1.05,12.81,0.0
2187,2021-01-02,04:20:00,1.42,13.89,1.13,15.9,1.05,12.85,0.0
2188,2021-01-02,04:30:00,1.42,13.86,1.13,15.86,1.05,12.88,0.0
2189,2021-01-02,04:40:00,1.42,13.82,1.13,15.82,1.05,12.9,0.0
2190,2021-01-02,04:50:00,1.42,13.77,1.13,15.78,1.05,12.92,0.0
2191,2021-01-02,05:00:00,1.42,13.71,1.13,15.73,1.05,12.94,0.0
2192,2021-01-02,05:10:00,1.42,13.65,1.13,15.69,1.05,12.96,0.0
2193,2021-01-02,05:20:00,1.41,13.65,1.13,15.64,1.05,12.98,0.0
2194,2021-01-02,05:30:00,1.41,13.66,1.13,15.59,1.06,12.99,0.0
2195,2021-01-02,05:40:00,1.41,13.72,1.13,15.54,1.06,13.0,0.0
2196,2021-01-02,05:50:00,1.41,13.82,1.13,15.49,1.06,13.01,0.0
2197,2021-01-02,06:00:00,1.41,13.83,1.13,15.43,1.06,13.02,0.0
2198,2021-01-02,06:10:00,1.41,13.83,1.13,15.37,1.06,13.03,0.0
2199,2021-01-02,06:20:00,1.4,13.8,1.13,15.31,1.06,13.04,0.0
2200,2021-01-02,06:30:00,1.4,13.76,1.13,15.25,1.06,13.04,0.0
2201,2021-01-02,06:40:00,1.4,13.72,1.13,15.2,1.06,13.04,0.0
2202,2021-01-02,06:50:00,1.4,13.67,1.13,15.14,1.06,13.05,0.0
2203,2021-01-02,07:00:00,1.4,13.61,1.13,15.08,1.06,13.05,0.0
2204,2021-01-02,07:10:00,1.4,13.56,1.13,15.03,1.06,13.05,0.0
2205,2021-01-02,07:20:00,1.4,13.51,1.13,14.97,1.06,13.06,0.0
2206,2021-01-02,07:30:00,1.39,13.45,1.13,14.92,1.06,13.06,0.0
2207,2021-01-02,07:40:00,1.39,13.4,1.13,14.86,1.06,13.06,0.0
2208,2021-01-02,07:50:00,1.39,13.35,1.13,14.81,1.06,13.06,0.0
2209,2021-01-02,08:00:00,1.39,13.29,1.13,14.76,1.06,13.06,0.0
2210,2021-01-02,08:10:00,1.39,13.24,1.13,14.7,1.06,13.06,0.0
2211,2021-01-02,08:20:00,1.39,13.18,1.13,14.65,1.06,13.06,0.0
2212,2021-01-02,08:30:00,1.39,13.13,1.13,14.59,1.06,13.07,0.0
2213,2021-01-02,08:40:00,1.39,13.08,1.13,14.54,1.06,13.07,0.0
2214,2021-01-02,08:50:00,1.38,13.02,1.13,14.49,1.06,13.07,0.0
2215,2021-01-02,09:00:00,1.38,12.97,1.13,14.43,1.06,13.07,0.0
2216,2021-01-02,09:10:00,1.38,12.92,1.13,14.38,1.06,13.07,0.0
2217,2021-01-02,09:20:00,1.38,12.87,1.13,14.33,1.06,13.07,0.0
2218,2021-01-02,09:30:00,1.38,12.81,1.13,14.27,1.06,13.07,0.0
2219,2021-01-02,09:40:00,1.38,12.76,1.13,14.22,1.06,13.07,0.0
2220,2021-01-02,09:50:00,1.38,12.71,1.13,14.17,1.07,13.07,0.0
2221,2021-01-02,10:00:00,1.38,12.66,1.13,14.11,1.07,13.07,0.0
2222,2021-01-02,10:10:00,1.37,12.6,1.13,14.06,1.07,13.07,0.0
2223,2021-01-02,10:20:00,1.37,12.55,1.13,14.01,1.07,13.07,0.0
2224,2021-01-02,10:30:00,1.37,12.5,1.13,13.96,1.07,13.07,0.0
2225,2021-01-02,10:40:00,1.37,12.43,1.13,13.91,1.07,13.07,0.0
2226,2021-01-02,10:50:00,1.37,12.31,1.13,13.86,1.07,13.07,0.0
2227,2021-01-02,11:00:00,1.37,12.27,1.13,13.81,1.07,13.07,0.0
2228,2021-01-02,11:10:00,1.37,12.25,1.13,13.75,1.07,13.07,0.0
2229,2021-01-02,11:20:00,1.36,12.22,1.13,13.7,1.07,13.06,0.0
2230,2021-01-02,11:30:00,1.36,12.18,1.13,13.65,1.07,13.06,0.0
2231,2021-01-02,11:40:00,1.36,12.13,1.13,13.6,1.07,13.06,0.0
2232,2021-01-02,11:50:00,1.36,12.08,1.13,13.55,1.07,13.06,0.0
2233,2021-01-02,12:00:00,1.36,12.04,1.13,13.5,1.07,13.05,0.0
2234,2021-01-02,12:10:00,1.36,11.99,1.13,13.45,1.07,13.05,0.0
2235,2021-01-02,12:20:00,1.36,11.94,1.13,13.4,1.07,13.04,0.0
2236,2021-01-02,12:30:00,1.36,11.9,1.13,13.35,1.07,13.04,0.0
2237,2021-01-02,12:40:00,1.35,11.84,1.13,13.31,1.07,13.03,0.0
2238,2021-01-02,12:50:00,1.35,11.83,1.13,13.26,1.07,13.03,0.0
2239,2021-01-02,13:00:00,1.35,11.71,1.13,13.21,1.07,13.02,0.0
2240,2021-01-02,13:10:00,1.35,11.61,1.13,13.17,1.07,13.02,0.0
2241,2021-01-02,13:20:00,1.35,11.57,1.13,13.12,1.07,13.01,0.0
2242,2021-01-02,13:30:00,1.35,11.53,1.13,13.08,1.07,13.0,0.0
2243,2021-01-02,13:40:00,1.35,11.46,1.13,13.03,1.07,12.99,0.0
2244,2021-01-02,13:50:00,1.35,11.37,1.13,12.99,1.07,12.98,0.0
2245,2021-01-02,14:00:00,1.34,11.16,1.13,12.94,1.07,12.97,0.0
2246,2021-01-02,14:10:00,1.34,11.05,1.13,12.9,1.07,12.96,0.0
2247,2021-01-02,14:20:00,1.34,10.91,1.13,12.85,1.07,12.95,0.0
2248,2021-01-02,14:30:00,1.34,10.8,1.13,12.8,1.07,12.94,0.0
2249,2021-01-02,14:40:00,1.34,10.72,1.13,12.75,1.07,12.93,0.0
2250,2021-01-02,14:50:00,1.34,10.64,1.13,12.69,1.07,12.93,0.0
2251,2021-01-02,15:00:00,1.33,10.59,1.13,12.63,1.07,12.93,0.0
2252,2021-01-02,15:10:00,1.33,10.48,1.13,12.56,1.07,12.92,0.0
2253,2021-01-02,15:20:00,1.33,10.38,1.13,12.5,1.07,12.92,0.0
2254,2021-01-02,15:30:00,1.33,10.31,1.13,12.44,1.07,12.91,0.0
2255,2021-01-02,15:40:00,1.33,10.24,1.13,12.37,1.07,12.91,0.0
2256,2021-01-02,15:50:00,1.33,10.19,1.13,12.31,1.07,12.9,0.0
2257,2021-01-02,16:00:00,1.32,10.01,1.13,12.24,1.07,12.89,0.0
2258,2021-01-02,16:10:00,1.32,9.9,1.13,12.18,1.07,12.88,0.0
2259,2021-01-02,16:20:00,1.32,9.87,1.13,12.12,1.07,12.87,0.0
2260,2021-01-02,16:30:00,1.32,9.79,1.13,12.05,1.07,12.86,0.0
2261,2021-01-02,16:40:00,1.32,9.71,1.13,11.99,1.07,12.85,0.0
2262,2021-01-02,16:50:00,1.31,9.64,1.13,11.93,1.07,12.84,0.0
2263,2021-01-02,17:00:00,1.31,9.58,1.13,11.86,1.07,12.82,0.0
2264,2021-01-02,17:10:00,1.31,9.5,1.13,11.8,1.07,12.81,0.0
2265,2021-01-02,17:20:00,1.31,9.43,1.12,11.74,1.07,12.79,0.0
2266,2021-01-02,17:30:00,1.31,9.37,1.12,11.67,1.07,12.78,0.0
2267,2021-01-02,17:40:00,1.31,9.31,1.12,11.61,1.07,12.76,0.0
2268,2021-01-02,17:50:00,1.3,9.25,1.12,11.55,1.07,12.74,0.0
2269,2021-01-02,18:00:00,1.3,9.19,1.12,11.48,1.07,12.73,0.0
2270,2021-01-02,18:10:00,1.3,9.13,1.12,11.42,1.07,12.71,0.0
2271,2021-01-02,18:20:00,1.3,9.07,1.12,11.3,1.07,12.69,0.0
2272,2021-01-02,18:30:00,1.3,9.01,1.12,11.23,1.06,12.67,0.0
2273,2021-01-02,18:40:00,1.3,8.96,1.12,11.17,1.06,12.65,0.0
2274,2021-01-02,18:50:00,1.29,8.9,1.12,11.1,1.06,12.63,0.0
2275,2021-01-02,19:00:00,1.29,8.85,1.12,11.04,1.06,12.61,0.0
2276,2021-01-02,19:10:00,1.29,8.8,1.12,10.98,1.06,12.58,0.0
2277,2021-01-02,19:20:00,1.29,8.74,1.12,10.92,1.06,12.56,0.0
2278,2021-01-02,19:30:00,1.29,8.67,1.12,10.86,1.06,12.54,0.0
2279,2021-01-02,19:40:00,1.29,8.6,1.12,10.8,1.06,12.53,0.0
2280,2021-01-02,19:50:00,1.28,8.55,1.12,10.74,1.06,12.51,0.0
2281,2021-01-02,20:00:00,1.28,8.5,1.12,10.68,1.06,12.49,0.0
2282,2021-01-02,20:10:00,1.28,8.51,1.12,10.62,1.06,12.47,0.0
2283,2021-01-02,20:20:00,1.28,8.49,1.11,10.56,1.06,12.45,0.0
2284,2021-01-02,20:30:00,1.28,8.45,1.11,10.5,1.06,12.43,0.0
2285,2021-01-02,20:40:00,1.27,8.42,1.11,10.44,1.06,12.41,0.0
2286,2021-01-02,20:50:00,1.27,8.38,1.11,10.38,1.06,12.39,0.0
2287,2021-01-02,21:00:00,1.27,8.33,1.11,10.33,1.06,12.37,0.0
2288,2021-01-02,21:10:00,1.27,8.29,1.11,10.27,1.06,12.35,0.0
2289,2021-01-02,21:20:00,1.27,8.24,1.11,10.21,1.06,12.32,0.0
2290,2021-01-02,21:30:00,1.27,8.19,1.11,10.16,1.06,12.3,0.0
2291,2021-01-02,21:40:00,1.26,8.15,1.11,10.1,1.06,12.28,0.0
2292,2021-01-02,21:50:00,1.26,8.1,1.11,10.05,1.06,12.26,0.0
2293,2021-01-02,22:00:00,1.26,8.05,1.11,10.0,1.06,12.24,0.0
2294,2021-01-02,22:10:00,1.26,8.0,1.11,9.94,1.06,12.22,0.0
2295,2021-01-02,22:20:00,1.26,7.96,1.11,9.89,1.06,12.2,0.0
2296,2021-01-02,22:30:00,1.26,7.91,1.11,9.84,1.05,12.18,0.0
2297,2021-01-02,22:40:00,1.25,7.86,1.11,9.79,1.05,12.16,0.0
2298,2021-01-02,22:50:00,1.25,7.82,1.11,9.74,1.05,12.13,0.0
2299,2021-01-02,23:00:00,1.25,7.8,1.1,9.69,1.05,12.11,0.0
2300,2021-01-02,23:10:00,1.25,7.78,1.1,9.64,1.05,12.09,0.0
2301,2021-01-02,23:20:00,1.25,7.75,1.1,9.58,1.05,12.07,0.0
2302,2021-01-02,23:30:00,1.25,7.75,1.1,9.52,1.05,12.05,0.0
2303,2021-01-02,23:40:00,1.24,7.73,1.1,9.46,1.05,12.02,0.0
2304,2021-01-02,23:50:00,1.24,7.69,1.1,9.41,1.05,12.0,0.0
2305,2021-01-03,00:00:00,1.24,7.66,1.1,9.35,1.05,11.98,0.0
2306,2021-01-03,00:10:00,1.24,7.62,1.1,9.3,1.05,11.95,0.0
2307,2021-01-03,00:20:00,1.24,7.58,1.1,9.25,1.05,11.93,0.0
2308,2021-01-03,00:30:00,1.24,7.54,1.1,9.2,1.05,11.91,0.0
2309,2021-01-03,00:40:00,1.23,7.49,1.1,9.16,1.05,11.88,0.0
2310,2021-01-03,00:50:00,1.23,7.45,1.1,9.11,1.05,11.86,0.0
2311,2021-01-03,01:00:00,1.23,7.28,1.1,9.06,1.05,11.84,0.0
2312,2021-01-01,01:00:00,0.19,0.0,0.19,0.0,0.19,0.01,0.0
2313,2021-01-01,01:10:00,0.19,-0.01,0.19,0.0,0.19,-0.01,0.15
2314,2021-01-01,01:20:00,0.19,-0.06,0.19,0.0,0.19,0.03,0.14
2315,2021-01-01,01:30:00,0.19,-0.16,0.19,0.01,0.19,0.0,0.15
2316,2021-01-01,01:40:00,0.2,-0.33,0.19,0.01,0.19,-0.05,0.15
2317,2021-01-01,01:50:00,0.2,-0.55,0.19,-0.02,0.19,-0.09,0.14
2318,2021-01-01,02:00:00,0.22,-0.8,0.19,-0.03,0.19,-0.15,0.14
2319,2021-01-01,02:10:00,0.23,-1.07,0.19,-0.04,0.19,-0.2,0.15
2320,2021-01-01,02:20:00,0.25,-1.33,0.19,-0.05,0.19,-0.25,0.14
2321,2021-01-01,02:30:00,0.28,-1.57,0.19,-0.06,0.19,-0.3,0.14
2322,2021-01-01,02:40:00,0.3,-1.78,0.19,-0.07,0.2,-0.35,0.15
2323,2021-01-01,02:50:00,0.32,-1.93,0.19,-0.08,0.2,-0.39,0.15
2324,2021-01-01,03:00:00,0.35,-2.04,0.19,-0.09,0.2,-0.44,0.15
2325,2021-01-01,03:10:00,0.37,-2.14,0.19,-0.1,0.2,-0.47,0.15
2326,2021-01-01,03:20:00,0.39,-2.24,0.19,-0.1,0.21,-0.51,0.15
2327,2021-01-01,03:30:00,0.41,-2.32,0.19,-0.1,0.21,-0.54,0.16
2328,2021-01-01,03:40:00,0.43,-2.39,0.19,-0.11,0.21,-0.57,0.16
2329,2021-01-01,03:50:00,0.44,-2.46,0.2,-0.1,0.21,-0.6,0.17
2330,2021-01-01,04:00:00,0.46,-2.52,0.2,-0.1,0.21,-0.63,0.17
2331,2021-01-01,04:10:00,0.47,-2.58,0.2,-0.09,0.22,-0.65,0.18
2332,2021-01-01,04:20:00,0.49,-2.65,0.2,-0.09,0.22,-0.68,0.18
2333,2021-01-01,04:30:00,0.5,-2.74,0.2,-0.07,0.22,-0.7,0.18
2334,2021-01-01,04:40:00,0.51,-2.82,0.2,-0.06,0.22,-0.72,0.18
2335,2021-01-01,04:50:00,0.52,-2.91,0.2,-0.04,0.23,-0.75,0.19
2336,2021-01-01,05:00:00,0.54,-3.0,0.21,-0.02,0.23,-0.77,0.19
2337,2021-01-01,05:10:00,0.55,-3.1,0.21,0.01,0.23,-0.79,0.2
2338,2021-01-01,05:20:00,0.56,-3.19,0.21,0.04,0.23,-0.82,0.2
2339,2021-01-01,05:30:00,0.57,-3.29,0.21,0.08,0.24,-0.84,0.19
2340,2021-01-01,05:40:00,0.58,-3.37,0.22,0.12,0.24,-0.86,0.2
2341,2021-01-01,05:50:00,0.59,-3.45,0.22,0.16,0.24,-0.88,0.21
2342,2021-01-01,06:00:00,0.6,-3.53,0.22,0.2,0.24,-0.9,0.21
2343,2021-01-01,06:10:00,0.61,-3.61,0.22,0.25,0.25,-0.92,0.2
2344,2021-01-01,06:20:00,0.62,-3.68,0.23,0.3,0.25,-0.94,0.2
2345,2021-01-01,06:30:00,0.63,-3.75,0.23,0.35,0.25,-0.96,0.21
2346,2021-01-01,06:40:00,0.64,-3.81,0.23,0.39,0.26,-0.98,0.21
2347,2021-01-01,06:50:00,0.64,-3.87,0.24,0.44,0.26,-0.99,0.21
